Date,Region,Latitude,Longitude,Population,Population_Density,Avg_Age,Poverty_Index,Rainfall_mm,Temperature,Humidity,AQI,Water_Quality,Vaccination_Coverage,Hospital_Access_km,Bed_Capacity,Doctor_Ratio,Mobility_Index,Mosquito_Index,Disease_Cases,Disease_Type,Mortality_Rate,Health_Posts,Misinformation_Index,Sentiment,Previous_Outbreak,Emergency_Response_Time,AI_Risk_Score,Risk_Level
2021-01-10,Rivers,6.3328,6.5284,4499328,4864,27.7,0.08,126.8,28.8,85.0,241,78.3,39.8,29.3,1199,3.15,85.0,77.6,401,COVID-19,8.91,130,97.9,-0.3,1,5.8,95.9,Critical
2021-01-11,Kano,9.2863,5.6138,1934028,3664,23.6,0.71,361.6,25.6,73.8,19,41.0,69.0,25.4,1068,1.22,33.9,100,319,Cholera,16.49,146,60.3,-0.11,1,22.4,56.7,High
2021-01-12,Anambra,8.089,4.0635,1442006,4041,26.3,0.89,214.9,33.9,40.7,61,92.4,43.3,21.9,1368,0.37,6.9,83.6,263,Lassa Fever,18.24,453,11.1,0.63,0,15.1,45.2,Medium
2021-01-13,Oyo,4.1776,5.7907,4261393,1361,30.6,0.4,282.3,20.6,55.1,117,71.6,48.5,4.4,1200,0.84,81.8,93.1,341,Cholera,8.0,382,62.8,-0.4,0,6.5,66.9,High
2021-01-14,FCT,4.2216,3.1999,3322000,4987,37.6,0.8,302.2,28.5,97.9,85,46.3,68.0,12.0,109,0.57,71.1,100,355,Malaria,10.69,407,18.3,0.11,0,7.3,58.5,High
2021-01-15,Rivers,10.029,10.7471,4469605,4114,23.5,0.27,206.6,36.9,35.1,25,45.2,60.7,23.1,1661,0.87,96.1,77.8,266,Cholera,5.95,102,80.9,-0.86,1,18.8,57.9,High
2021-01-16,Lagos,8.4328,8.1336,4748190,4317,27.8,0.33,43.2,31.0,81.2,191,40.0,44.3,26.6,68,1.66,91.5,45.8,206,COVID-19,4.34,97,4.6,-0.6,0,23.3,56.1,High
2021-01-17,Kaduna,4.8454,7.2755,2723317,4016,36.2,0.83,318.2,35.0,73.0,219,84.1,50.3,2.3,470,1.43,45.2,100,452,Cholera,16.6,315,6.8,-0.64,1,7.9,77.7,Critical
2021-01-18,FCT,4.6017,7.6419,3537507,577,23.7,0.91,256.5,28.2,82.3,213,41.8,74.5,28.8,561,2.32,41.7,100,327,Dengue,9.24,342,44.4,-0.68,0,6.5,71.3,High
2021-01-19,Rivers,8.4611,5.9929,771183,4928,35.8,0.56,151.1,18.5,79.3,25,68.7,85.2,17.9,690,1.5,51.1,71.5,244,Dengue,31.64,168,92.7,0.31,1,6.6,49.6,Medium
2021-01-20,Rivers,9.7007,13.957,1174628,1888,26.3,0.36,119.1,37.9,81.8,82,50.7,47.2,26.6,945,1.03,87.8,76.3,277,COVID-19,23.58,389,41.8,-0.29,0,6.4,63.9,High
2021-01-21,Rivers,10.8584,13.2725,2218101,163,23.8,0.03,93.7,24.1,73.1,140,55.4,79.7,29.1,525,2.16,36.1,57.1,167,COVID-19,7.53,253,39.9,-0.4,0,20.8,50.7,High
2021-01-22,Rivers,12.6615,9.2336,3053549,4181,19.4,0.88,350.5,32.0,71.5,206,86.2,75.9,29.0,159,3.31,72.9,100,375,Lassa Fever,12.28,119,83.5,-0.88,0,6.9,82.7,Critical
2021-01-23,Kaduna,12.2013,9.4274,2285677,1890,18.2,0.7,9.9,34.5,72.2,179,70.9,56.8,21.6,1144,1.18,27.0,45.5,219,Dengue,9.58,359,6.1,0.23,1,17.5,55.7,High
2021-01-24,Kano,7.4138,7.8796,4730588,433,36.5,0.4,215.7,27.0,43.6,239,43.9,86.4,28.2,376,1.76,30.7,81.8,272,Dengue,5.75,108,11.1,-0.11,0,9.4,68.4,High
2021-01-25,Enugu,5.6962,11.9608,4023805,752,32.5,0.62,93.8,28.6,63.7,26,72.7,43.0,21.1,461,3.18,56.9,62.2,265,Lassa Fever,6.59,329,42.5,0.73,1,17.7,50.0,Medium
2021-01-26,Kaduna,9.1881,9.8494,4072493,3271,28.1,0.14,68.9,32.7,64.2,56,67.4,44.6,17.3,1308,2.24,12.6,49.2,216,COVID-19,5.3,354,44.0,0.97,1,4.6,38.5,Medium
2021-01-27,Kano,13.6407,7.1503,2696170,1289,24.9,0.99,239.1,19.1,97.8,210,91.4,69.0,9.1,163,0.86,44.1,100,393,Malaria,14.58,285,12.9,-0.43,1,3.2,79.8,Critical
2021-01-28,Kaduna,7.1271,9.6424,4796189,2779,22.2,0.89,33.7,19.8,71.0,10,49.7,55.6,1.3,954,1.71,42.7,47.3,189,COVID-19,3.94,4,82.7,-0.77,0,20.6,46.8,Medium
2021-01-29,Anambra,9.8876,10.2636,3076143,2055,36.7,0.76,97.2,36.4,80.8,54,85.4,84.4,3.1,225,0.65,94.8,68.7,253,Dengue,8.22,21,32.8,0.71,1,6.0,43.3,Medium
2021-01-30,Anambra,9.1029,11.2375,4077276,65,39.6,0.23,144.2,28.7,79.3,104,70.0,63.6,6.0,157,3.16,80.2,70.0,306,Cholera,7.51,214,37.1,0.61,1,15.4,66.7,High
2021-01-31,Enugu,12.2069,12.4117,2569098,2605,24.0,0.87,287.7,36.0,64.5,39,74.8,22.4,12.4,1975,0.76,13.2,100,375,Cholera,14.6,315,76.1,0.13,1,14.8,63.8,High
2021-02-01,Rivers,12.7485,4.1328,1225553,675,38.5,0.22,35.8,34.6,48.1,77,49.1,95.6,19.4,1641,2.24,5.0,35.1,116,Lassa Fever,9.47,314,54.1,-0.66,1,12.4,30.3,Medium
2021-02-02,Lagos,11.2311,14.7247,4978501,4930,29.3,0.95,352.1,36.3,37.1,237,42.3,20.2,20.2,1618,2.4,36.8,100,462,Malaria,9.28,3,49.0,-0.15,1,20.8,89.1,Critical
2021-02-03,Kano,13.1002,7.1284,2790813,2262,30.6,0.62,348.1,28.4,35.4,189,84.3,80.7,4.0,1800,3.17,21.1,99.5,351,Lassa Fever,12.58,66,91.6,-0.01,0,14.1,83.0,Critical
2021-02-04,Rivers,4.1807,13.0911,4026000,4926,26.1,0.57,294.2,20.2,55.8,236,72.5,69.1,19.9,1253,3.04,23.5,97.3,410,Cholera,10.18,402,64.3,-0.37,1,9.9,88.0,Critical
2021-02-05,FCT,10.5522,13.7383,4831684,273,28.8,0.13,355.9,37.7,58.6,143,40.2,21.1,22.8,716,3.14,82.4,100,452,Lassa Fever,9.35,211,1.8,-0.23,1,1.3,79.2,Critical
2021-02-06,Delta,10.4686,11.2612,1027597,3094,39.3,0.02,78.6,22.0,72.9,212,88.0,22.3,7.0,1646,2.72,96.5,61.0,350,Lassa Fever,34.06,253,67.7,1.0,1,1.5,83.8,Critical
2021-02-07,Anambra,6.0485,5.3883,3504438,2313,20.2,0.0,220.5,32.0,51.9,34,70.8,74.0,17.3,450,0.65,28.3,88.0,303,Lassa Fever,8.65,37,75.7,0.34,1,16.8,60.5,High
2021-02-08,FCT,10.0611,4.7328,3408607,4126,18.3,1.0,176.2,18.5,89.0,102,70.9,32.3,29.5,1891,2.93,67.6,95.6,369,Lassa Fever,10.83,300,53.1,0.43,1,23.7,65.4,High
2021-02-09,Enugu,9.6687,11.2533,2789402,4472,29.4,0.21,331.4,24.5,64.9,61,43.7,68.1,24.7,1134,0.25,47.8,100,412,COVID-19,14.77,266,20.6,-0.83,1,11.3,68.1,High
2021-02-10,Borno,12.7864,3.0283,4673942,686,39.3,0.51,321.5,23.1,31.5,161,61.5,47.6,19.8,1912,1.03,31.9,100,392,Malaria,8.39,370,24.3,0.69,0,20.5,68.2,High
2021-02-11,Rivers,10.6316,11.5981,1183839,1625,33.2,0.73,266.2,28.1,37.0,233,73.8,77.3,8.9,686,0.66,32.7,80.0,336,Dengue,28.38,31,14.6,0.68,1,2.0,62.7,High
2021-02-12,Enugu,11.4946,14.1369,541205,1612,21.0,0.68,264.5,20.4,39.9,75,88.8,28.5,24.3,244,0.48,88.5,82.2,332,Cholera,61.34,63,15.8,0.5,0,9.6,51.2,High
2021-02-13,Enugu,10.5054,13.8682,3513913,4666,22.1,0.55,119.4,19.8,77.8,173,78.8,24.8,2.8,357,2.51,21.9,72.7,269,Cholera,7.66,198,42.0,0.16,0,12.4,60.1,High
2021-02-14,Lagos,7.4274,10.3648,884170,2453,18.2,0.76,96.3,23.6,90.6,54,95.2,83.4,1.2,1016,1.0,60.3,60.5,214,COVID-19,24.2,82,51.2,0.99,0,12.8,48.5,Medium
2021-02-15,Oyo,11.4116,13.8621,626192,3621,30.6,0.75,217.4,25.9,52.5,124,85.0,58.9,3.0,1453,1.81,18.5,76.3,277,Malaria,44.24,191,95.3,0.67,0,8.5,69.1,High
2021-02-16,Delta,8.7955,10.7173,813999,4570,21.8,0.53,124.8,25.1,96.3,104,79.8,33.2,13.0,525,2.23,14.1,71.3,284,Malaria,34.89,456,12.8,-0.39,0,4.1,44.0,Medium
2021-02-17,Rivers,11.2167,5.7256,688124,3809,22.8,0.88,395.6,25.7,82.7,177,56.8,71.2,21.7,318,0.21,62.5,100,353,Malaria,51.3,112,98.8,-0.51,0,0.9,86.9,Critical
2021-02-18,Anambra,5.3809,4.5977,1019453,976,28.5,0.47,84.4,23.6,50.6,88,96.5,34.6,8.8,972,2.28,50.2,53.9,278,Cholera,27.27,218,96.5,-0.26,0,1.7,64.3,High
2021-02-19,Enugu,11.8626,10.4175,2615032,4665,26.4,0.17,186.6,30.5,74.2,166,66.8,66.1,29.0,1938,1.63,18.4,81.8,348,Dengue,13.31,97,64.8,-0.39,1,5.6,75.6,Critical
2021-02-20,Borno,12.1456,14.6765,3496690,4195,34.1,0.14,10.5,18.8,37.7,37,97.4,68.7,8.8,663,0.26,94.9,18.6,95,COVID-19,2.72,477,12.8,-0.81,0,13.9,20.8,Low
2021-02-21,Kaduna,13.1122,7.9598,1924012,1978,28.7,0.49,259.6,36.2,44.3,151,46.7,26.8,9.5,454,0.48,89.5,96.0,395,Lassa Fever,20.53,413,98.5,0.48,1,17.4,83.1,Critical
2021-02-22,Enugu,7.0142,5.5228,2822452,606,37.1,0.72,316.7,20.4,63.6,241,58.1,55.8,7.6,142,3.21,49.5,100,408,Lassa Fever,14.46,275,93.6,0.03,1,17.5,84.2,Critical
2021-02-23,Borno,9.2862,10.5856,2445844,3132,24.1,0.06,296.3,35.0,60.3,217,84.0,42.2,19.6,1037,1.28,2.6,100,472,COVID-19,19.3,396,64.6,-0.08,1,12.5,93.4,Critical
2021-02-24,Kano,9.2608,11.8779,2193196,1442,33.8,0.64,110.5,36.7,60.0,221,57.8,36.2,12.0,1979,0.28,31.0,62.7,347,Dengue,15.82,237,11.7,0.08,1,7.3,61.8,High
2021-02-25,Oyo,6.7729,12.2098,3553259,3639,31.9,0.34,389.0,32.8,55.5,42,66.3,56.6,7.4,516,2.28,64.0,100,348,Dengue,9.79,326,31.8,-0.01,0,19.5,52.5,High
2021-02-26,Kaduna,5.0433,8.6491,3911126,4974,39.2,0.59,313.5,19.2,90.8,174,46.5,24.4,9.6,1330,1.37,96.9,100,397,Cholera,10.15,294,7.1,-0.61,0,15.2,80.2,Critical
2021-02-27,Kaduna,13.1253,12.1116,3047898,3178,34.5,0.22,179.1,20.5,33.6,103,58.5,47.0,19.5,1303,0.65,85.1,53.6,267,Lassa Fever,8.76,381,28.9,0.06,1,3.7,57.6,High
2021-02-28,Kaduna,9.1355,8.0325,1341251,243,31.7,0.45,73.9,19.0,35.0,117,53.9,43.1,17.3,105,1.66,37.6,29.1,181,Cholera,13.49,191,95.4,0.75,0,1.3,45.2,Medium
2021-03-01,Kano,10.7303,12.2167,4861518,2004,25.4,0.54,396.5,37.5,80.0,97,55.2,50.8,25.3,1294,0.76,17.9,100,346,COVID-19,7.12,64,42.2,-0.31,0,5.6,65.9,High
2021-03-02,Enugu,5.4378,14.347,2147529,4804,20.1,0.36,362.8,19.4,91.6,16,81.8,83.2,23.9,1407,0.68,53.8,100,353,Dengue,16.44,161,74.7,-0.41,1,3.4,67.7,High
2021-03-03,Kano,11.9003,3.543,3206698,3922,28.0,0.17,236.1,21.6,69.2,17,48.6,46.6,13.2,499,0.37,27.1,99.6,349,Dengue,10.88,129,89.9,-0.64,1,15.0,56.4,High
2021-03-04,Delta,11.6298,9.1912,2838993,4200,20.6,0.06,226.6,32.7,63.1,85,52.4,33.0,22.0,87,0.38,77.4,97.9,387,COVID-19,13.63,88,66.8,0.06,1,16.6,80.0,Critical
2021-03-05,Enugu,9.4889,7.9171,4919879,1282,24.1,0.11,378.0,28.6,54.8,52,96.1,31.7,14.2,706,0.25,28.7,100,379,Cholera,7.7,214,39.8,-0.52,0,3.0,62.4,High
2021-03-06,Lagos,7.1187,11.0327,3123837,2711,19.6,0.15,252.4,20.6,69.8,60,76.6,72.0,17.3,134,0.55,88.8,94.0,344,Dengue,11.01,338,7.7,-0.23,1,18.3,62.6,High
2021-03-07,Borno,12.1752,14.7643,3126464,2208,24.0,0.67,117.5,29.7,33.0,213,86.3,40.9,14.9,1795,0.21,61.8,44.2,214,Dengue,6.84,4,33.0,-0.59,0,7.4,52.8,High
2021-03-08,Oyo,5.1405,7.1717,3047072,757,33.7,0.68,34.0,29.9,92.0,91,50.7,79.5,22.1,380,3.03,67.3,54.2,186,Lassa Fever,6.1,39,76.1,-0.85,0,10.0,49.4,Medium
2021-03-09,Rivers,10.6989,13.354,2492506,1193,38.4,0.84,305.1,20.6,87.7,46,93.9,93.0,7.8,546,0.34,44.3,100,303,Lassa Fever,12.16,500,96.7,-0.22,1,20.8,59.6,High
2021-03-10,Anambra,5.8251,7.6687,2025961,3621,29.5,0.38,173.2,28.0,68.1,70,71.1,98.8,8.8,1072,0.78,81.4,71.2,200,Lassa Fever,9.87,483,39.2,0.27,0,1.0,42.6,Medium
2021-03-11,FCT,8.526,4.0439,4989559,3074,21.1,0.11,166.8,22.8,31.7,57,88.3,84.1,14.8,766,0.15,20.2,55.7,162,COVID-19,3.25,230,28.1,0.75,0,19.9,27.1,Medium
2021-03-12,FCT,11.2893,12.1302,4234415,4709,38.7,0.73,91.1,21.5,39.8,114,92.3,98.2,21.2,1294,1.05,57.1,37.9,152,Lassa Fever,3.59,109,82.3,0.48,1,3.8,41.7,Medium
2021-03-13,Lagos,9.998,9.7357,2645226,293,19.4,0.02,271.6,21.5,92.3,31,52.5,81.8,18.7,727,2.18,10.5,100,360,Dengue,13.61,370,92.0,0.33,1,4.7,66.3,High
2021-03-14,Oyo,13.9667,5.8574,1279703,2251,25.0,0.78,311.1,24.6,38.6,133,63.5,48.4,8.1,818,1.76,79.7,100,409,Lassa Fever,31.96,96,17.9,0.79,1,18.8,66.7,High
2021-03-15,Kano,6.2474,9.9727,1609486,4692,27.4,0.72,372.9,26.9,54.6,31,97.0,75.7,12.1,1688,2.49,78.1,100,349,COVID-19,21.68,423,54.7,-0.65,0,11.4,65.5,High
2021-03-16,Anambra,11.0982,9.4481,1299406,4760,39.4,0.33,162.4,32.9,91.7,132,61.9,25.2,20.6,1068,0.39,91.3,79.1,310,Malaria,23.86,396,45.3,-0.61,0,10.2,67.5,High
2021-03-17,Enugu,13.9819,7.9495,1872947,3594,27.7,0.06,232.1,31.3,64.6,241,51.0,82.2,29.1,958,3.1,87.0,93.3,366,Cholera,19.54,193,35.5,0.24,1,7.0,89.4,Critical
2021-03-18,Enugu,5.5533,5.3704,2619831,4736,28.9,0.47,283.7,33.9,53.6,36,56.3,87.0,7.4,1385,0.12,26.9,100,315,COVID-19,12.02,75,97.4,-0.41,1,4.8,52.4,High
2021-03-19,Rivers,9.9092,7.3842,878502,1573,23.2,0.56,271.9,20.6,73.9,217,40.9,76.6,17.9,1002,0.75,51.3,100,353,Cholera,40.18,120,91.7,-0.49,0,4.5,76.6,Critical
2021-03-20,Kano,12.9382,7.5686,898269,249,38.5,0.2,119.4,22.1,95.0,32,60.9,96.3,9.9,893,2.59,98.5,81.5,222,Dengue,24.71,321,6.5,-0.12,0,2.5,33.9,Medium
2021-03-21,Anambra,13.0234,6.0565,3057487,2183,35.0,0.69,346.1,22.2,93.7,172,50.4,60.0,27.0,682,1.13,48.5,100,348,Lassa Fever,11.38,476,68.9,-0.71,0,7.6,75.3,Critical
2021-03-22,Oyo,6.4881,8.0188,3915986,1020,20.2,0.22,269.7,26.4,94.9,35,71.0,79.8,20.1,1073,3.4,42.7,100,343,Dengue,8.76,56,59.7,-0.61,1,19.0,64.6,High
2021-03-23,Anambra,11.5289,13.2531,3525182,3867,39.2,0.8,276.9,35.0,35.6,35,50.4,53.9,0.8,578,0.92,45.3,77.4,260,Dengue,7.38,404,38.3,-0.84,0,12.9,37.0,Medium
2021-03-24,Kano,10.4486,13.6664,2588200,53,30.1,0.89,265.2,25.8,82.3,45,67.1,98.0,13.1,308,3.0,27.3,100,269,Lassa Fever,10.39,197,61.3,-0.87,0,16.7,52.8,High
2021-03-25,Kaduna,4.4886,10.2361,4172155,2167,28.3,0.85,5.7,33.6,38.0,220,68.6,31.4,11.2,525,3.08,45.3,17.1,168,COVID-19,4.03,176,26.0,0.68,0,10.8,46.3,Medium
2021-03-26,Delta,5.8604,4.3906,4990520,520,22.6,0.62,232.7,19.8,38.8,249,99.5,72.1,2.3,742,1.43,40.9,82.2,325,Dengue,6.51,262,50.9,0.29,0,5.6,70.2,High
2021-03-27,Kaduna,6.2658,11.3078,2639376,1710,22.3,0.41,373.4,28.7,76.5,103,70.2,68.8,3.7,1262,1.68,77.5,100,391,Malaria,14.81,39,51.2,-0.22,1,11.3,66.9,High
2021-03-28,Rivers,10.0692,9.4574,1022026,3631,23.2,0.8,148.4,22.2,73.3,162,76.4,79.8,10.7,419,2.16,92.5,79.9,277,Dengue,27.1,360,66.5,0.04,1,4.0,66.1,High
2021-03-29,Lagos,9.7979,8.5513,2847813,2714,26.6,0.31,277.8,23.5,60.4,62,48.6,75.4,23.2,632,3.2,8.5,100,293,COVID-19,10.29,253,26.3,0.82,0,6.6,52.1,High
2021-03-30,FCT,4.4999,8.4333,2644073,235,39.2,0.88,379.4,25.4,80.6,187,74.2,58.3,20.9,1921,2.79,20.1,100,435,Lassa Fever,16.45,250,43.1,0.87,1,8.0,84.2,Critical
2021-03-31,Kano,8.9902,9.1605,53881,4824,30.4,0.14,11.3,32.1,54.0,219,75.3,96.3,3.4,1762,1.06,48.8,36.4,170,COVID-19,315.51,45,28.0,0.61,0,18.3,47.7,Medium
2021-04-01,Oyo,7.22,5.8877,1816709,282,29.1,0.69,1.7,29.7,54.2,26,41.7,81.9,3.3,923,0.97,67.4,34.5,118,Lassa Fever,6.5,491,61.7,-0.89,0,22.0,30.3,Medium
2021-04-02,Kaduna,9.6145,12.5038,2943499,3982,30.3,0.29,280.9,23.9,55.6,149,52.5,42.4,4.5,802,0.89,21.1,100,395,Malaria,13.42,216,88.4,0.73,1,19.2,70.3,High
2021-04-03,FCT,6.0389,11.6195,3452315,2136,32.3,0.94,264.6,32.8,84.7,20,82.5,35.9,19.3,1179,0.93,99.5,100,357,Malaria,10.34,490,96.5,0.37,0,18.3,73.1,High
2021-04-04,Delta,5.1349,4.0195,3857457,959,35.7,0.03,218.8,34.4,86.6,35,88.1,69.4,16.2,208,2.82,67.1,100,332,Malaria,8.61,78,56.9,0.92,0,22.2,58.0,High
2021-04-05,Enugu,7.0961,10.9123,2025833,4487,37.9,0.61,222.8,35.7,97.8,184,80.9,57.9,0.7,1403,0.58,84.0,100,409,COVID-19,20.19,149,60.8,-0.37,1,21.9,89.5,Critical
2021-04-06,Lagos,10.072,10.2181,3836258,1564,18.5,0.19,209.3,23.0,96.6,189,80.5,51.0,9.5,54,2.36,23.2,100,338,Dengue,8.81,70,5.8,-0.86,0,12.7,58.8,High
2021-04-07,Oyo,12.2004,14.3764,3206697,2028,24.5,0.67,245.9,22.7,94.7,210,91.5,94.3,25.0,70,1.4,71.8,100,298,COVID-19,9.29,295,92.0,-0.63,0,9.6,75.9,Critical
2021-04-08,Rivers,4.0391,6.2523,4421594,4759,26.1,0.8,281.7,22.7,67.9,150,89.4,47.3,10.3,393,0.19,0.2,100,390,Lassa Fever,8.82,438,67.9,-0.39,1,23.3,71.9,High
2021-04-09,Rivers,4.0624,6.2917,166786,1596,33.9,0.23,271.4,21.4,79.1,125,69.2,56.0,18.7,131,0.56,77.7,100,380,Lassa Fever,227.84,390,57.4,-0.95,0,2.1,82.2,Critical
2021-04-10,FCT,11.0195,12.5611,1309808,4944,21.5,0.1,181.6,29.9,85.6,124,63.2,45.8,11.0,254,0.63,21.5,79.3,302,Dengue,23.06,427,49.4,0.21,0,13.0,62.1,High
2021-04-11,Kano,9.8005,5.0532,1511994,1017,38.6,0.33,362.4,27.8,58.4,35,75.9,87.4,6.8,766,2.06,71.7,100,292,Lassa Fever,19.31,458,96.2,0.87,1,17.7,58.5,High
2021-04-12,Kaduna,13.9514,8.2436,2599679,2482,30.8,0.9,30.0,24.0,54.8,63,59.4,80.1,13.1,421,2.67,76.1,43.0,128,Dengue,4.92,248,34.9,-0.17,0,17.5,35.2,Medium
2021-04-13,Anambra,5.3735,14.9728,2747414,1013,25.3,0.5,224.3,35.2,94.0,23,40.2,51.3,18.2,1605,2.08,92.3,100,333,Cholera,12.12,217,9.9,0.17,0,6.7,45.1,Medium
2021-04-14,Oyo,4.0006,12.5835,4240270,2975,32.1,0.03,18.6,32.6,33.2,208,76.9,43.7,12.2,1738,0.12,95.2,19.0,165,Cholera,3.89,171,50.5,-0.94,0,4.6,61.9,High
2021-04-15,Kaduna,9.1149,6.1627,1597217,1886,36.8,0.63,224.4,21.5,85.6,194,58.9,42.3,21.1,802,3.43,87.9,91.6,415,Malaria,25.98,67,37.8,-0.35,1,16.3,87.2,Critical
2021-04-16,Enugu,9.9039,5.6741,2808225,2309,25.7,0.76,147.9,34.1,70.7,196,78.9,97.8,9.7,1858,2.25,86.6,68.9,246,COVID-19,8.76,73,57.0,0.25,1,3.6,70.4,High
2021-04-17,FCT,6.0995,13.2073,4021846,2685,30.4,0.61,31.7,37.8,68.9,21,45.8,25.2,3.1,1386,1.13,57.5,37.3,160,Malaria,3.98,161,12.3,-0.43,0,16.2,30.6,Medium
2021-04-18,Anambra,11.354,5.0164,2414194,2689,18.4,0.3,242.1,25.8,87.8,168,41.0,71.7,27.0,1990,1.02,2.8,100,370,Lassa Fever,15.33,463,36.7,0.04,1,7.4,63.6,High
2021-04-19,Anambra,4.4816,5.4607,803335,4258,26.1,0.45,74.8,30.5,94.5,92,68.0,41.4,1.6,972,1.96,17.4,62.5,307,Malaria,38.22,428,31.1,-0.33,1,20.6,58.6,High
2021-04-20,Anambra,7.1317,12.3164,4909192,3155,25.9,0.83,262.9,18.6,88.3,112,72.3,27.3,20.3,1222,1.04,21.1,100,379,Cholera,7.72,248,17.2,0.08,0,11.4,59.4,High
2021-04-21,Delta,10.45,8.968,566642,3402,20.7,0.01,233.2,34.9,90.3,116,82.7,67.3,19.9,1700,1.37,56.3,100,335,COVID-19,59.12,416,59.8,-0.13,1,2.3,58.7,High
2021-04-22,FCT,6.0452,7.3023,1203484,272,37.1,0.69,369.2,33.3,47.6,160,56.1,76.0,11.8,244,1.24,78.1,100,348,Malaria,28.92,124,60.1,0.76,1,17.7,77.2,Critical
2021-04-23,Rivers,6.0846,4.1251,4022445,4381,23.2,0.28,199.2,18.1,68.2,32,77.8,69.8,20.0,1771,2.5,8.7,88.3,244,Dengue,6.07,6,79.6,0.22,0,16.2,51.3,High
2021-04-24,Rivers,5.8105,3.6501,874475,1234,24.2,0.29,195.9,27.7,70.9,71,88.8,39.4,15.5,1575,2.86,64.6,91.3,318,Cholera,36.36,441,19.2,0.9,0,8.0,54.7,High
2021-04-25,Lagos,4.1486,12.3809,4167200,4268,31.9,0.51,310.5,33.6,36.7,235,49.8,40.2,10.9,248,2.83,3.4,91.8,393,COVID-19,9.43,391,66.9,-0.32,0,2.8,83.0,Critical
2021-04-26,Anambra,5.7057,11.4865,416686,1069,32.1,0.5,215.7,33.6,86.4,67,53.4,87.3,23.7,508,1.78,67.6,91.3,278,COVID-19,66.72,266,22.4,0.78,0,3.2,52.9,High
2021-04-27,Enugu,13.5307,3.1043,3476794,4152,19.2,0.16,65.3,21.2,35.6,234,70.8,46.4,5.1,1977,3.25,48.7,32.5,259,Malaria,7.45,421,99.9,-0.19,1,3.6,67.6,High
2021-04-28,Kano,6.3982,6.0754,132692,3794,31.3,0.54,335.9,31.1,59.4,194,81.3,70.3,10.5,1693,0.82,15.2,100,360,Lassa Fever,271.3,167,75.6,-0.51,0,1.1,81.1,Critical
2021-04-29,Lagos,6.8884,6.0085,1162200,4665,36.4,0.99,33.0,34.5,49.4,250,80.7,66.3,18.0,749,1.02,91.1,34.6,225,Dengue,19.36,428,14.1,-0.41,1,9.0,68.7,High
2021-04-30,Delta,11.5621,9.4097,1987202,4711,35.5,0.3,102.9,18.0,47.9,108,59.1,45.7,26.3,636,0.98,42.1,55.7,264,Malaria,13.29,453,30.9,-0.86,1,13.7,48.4,Medium
2021-05-01,Borno,8.8489,13.7455,1973822,253,20.9,0.78,100.0,37.6,62.3,152,66.5,43.2,2.8,1943,2.13,22.4,54.9,300,Malaria,15.2,185,34.0,0.05,1,6.4,60.4,High
2021-05-02,Rivers,4.4357,6.5703,1321803,1387,19.5,0.48,103.0,21.3,51.6,205,53.0,98.1,0.5,436,3.0,67.7,47.0,201,Dengue,15.21,25,18.6,-0.05,0,22.7,59.9,High
2021-05-03,Delta,5.8919,10.6819,485853,3569,26.0,0.68,94.5,22.7,92.4,164,72.8,64.0,19.0,1868,1.76,45.6,64.3,329,Cholera,67.72,496,15.9,0.98,1,10.3,63.3,High
2021-05-04,Delta,5.201,12.8148,1948895,1353,33.6,0.24,379.0,28.5,49.1,207,48.1,80.5,26.4,1509,0.31,52.3,100,369,Malaria,18.93,210,52.8,0.82,0,6.5,74.5,High
2021-05-05,Anambra,10.7498,5.5885,1731699,4868,24.4,0.28,298.1,35.9,51.7,58,51.8,84.0,6.3,601,2.02,45.4,92.3,294,Malaria,16.98,443,12.8,-0.97,1,1.1,40.3,Medium
2021-05-06,Borno,5.1883,4.6244,729879,3814,38.0,0.17,90.0,25.5,45.1,85,69.7,71.2,0.6,1076,2.33,66.5,50.3,180,Lassa Fever,24.66,482,30.6,-0.04,0,14.3,33.8,Medium
2021-05-07,Anambra,10.2851,3.9251,705239,458,21.2,0.91,58.6,35.0,68.7,138,52.6,86.0,19.9,984,2.7,99.6,44.8,225,Malaria,31.9,478,17.6,-0.93,1,18.7,51.6,High
2021-05-08,Rivers,6.2227,7.6676,3938221,4088,25.5,0.47,202.7,25.1,59.0,101,45.5,87.5,2.2,238,3.09,4.8,77.6,261,Malaria,6.63,9,97.3,0.5,1,5.6,50.4,High
2021-05-09,Oyo,9.0292,13.3894,3497734,4452,23.0,0.05,139.5,35.2,46.3,209,50.6,93.6,14.5,1336,0.91,27.0,64.0,230,Cholera,6.58,303,74.5,0.09,0,19.4,67.2,High
2021-05-10,Lagos,7.6293,7.6031,4545911,1352,28.0,0.29,76.8,21.9,88.0,44,83.4,46.1,3.8,305,2.13,52.1,53.8,219,Cholera,4.82,346,95.5,0.44,0,8.7,45.9,Medium
2021-05-11,Anambra,13.5217,3.6427,1328478,4766,26.5,0.23,63.9,23.6,90.5,110,99.9,46.6,24.6,1461,2.39,49.4,55.7,227,COVID-19,17.09,81,43.2,-0.82,0,20.1,47.6,Medium
2021-05-12,Oyo,13.3969,12.0735,1761474,3662,24.5,0.76,63.7,37.6,59.7,125,81.5,88.5,22.5,277,0.67,91.2,45.4,141,COVID-19,8.0,305,49.3,0.29,0,18.9,43.6,Medium
